ASV	subclade	sseqid	sacc	stitle	sscinames	staxids	sskingdoms	sblastnames	pident	slen	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
asv_0D3_04292	II-WPC2	gi|1040567191|gb|KU377844.1|	KU377844	Synechococcus sp. BOUM31-10 cytochrome b6 (petB) gene, partial cds	N/A	1866973	N/A	N/A	91.771	567	559	46	0	1	559	6	564	0	801
asv_0D3_04293	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04344	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.199	2234828	277	41	0	282	558	1881576	1881852	4.53e-81	315
asv_0D3_04345	UC-A	gi|1168021141|gb|KX346076.1|	KX346076	Uncultured Synechococcus sp. clone B42F10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_04345	UC-A	gi|1168021147|gb|KX346079.1|	KX346079	Uncultured Synechococcus sp. clone B42G06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_04353	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.444	597	558	31	0	1	558	22	579	0	867
asv_0D3_04358	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.369	597	558	37	0	1	558	22	579	0	840
asv_0D3_04361	UC-A	gi|1040567123|gb|KU377810.1|	KU377810	Synechococcus sp. MICROVIR-1CH-4-2 cytochrome b6 (petB) gene, partial cds	N/A	1867011	N/A	N/A	94.624	567	558	30	0	1	558	7	564	0	872
asv_0D3_04361	UC-A	gi|1168021151|gb|KX346081.1|	KX346081	Uncultured Synechococcus sp. clone B42G09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04361	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04362	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.878	597	558	23	0	1	558	22	579	0	903
asv_0D3_04364	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.907	597	558	34	0	1	558	22	579	0	854
asv_0D3_04368	II-WPC2	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	94.633	559	559	30	0	1	559	1	559	0	874
asv_0D3_04370	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.699	597	558	24	0	1	558	22	579	0	899
asv_0D3_04371	UC-A	gi|1168020947|gb|KX345979.1|	KX345979	Uncultured Synechococcus sp. clone B67C10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.652	597	558	41	0	1	558	22	579	0	822
asv_0D3_04429	UC-A	gi|1168021141|gb|KX346076.1|	KX346076	Uncultured Synechococcus sp. clone B42F10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04429	UC-A	gi|1168021147|gb|KX346079.1|	KX346079	Uncultured Synechococcus sp. clone B42G06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_04453	UC-A	gi|1168021145|gb|KX346078.1|	KX346078	Uncultured Synechococcus sp. clone B42F12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.756	597	558	46	0	1	558	22	579	0	800
asv_0D3_04462	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.973	597	557	28	0	1	557	22	578	0	879
asv_0D3_04472	UC-A	gi|1168020897|gb|KX345954.1|	KX345954	Uncultured Synechococcus sp. clone B67A08 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_04473	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_04478	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.341	597	558	26	0	1	558	22	579	0	890
asv_0D3_04494	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_04508	UC-A	gi|1003340864|gb|KU705409.1|	KU705409	Synechococcus sp. AMT23ST01-6 cytochrome b6 (petB) gene, partial cds	N/A	1811768	N/A	N/A	93.728	569	558	35	0	1	558	8	565	0	849
asv_0D3_04570	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.473	597	558	42	0	1	558	22	579	0	818
asv_0D3_04600	UC-A	gi|1168021193|gb|KX346102.1|	KX346102	Uncultured Synechococcus sp. clone B94A12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.577	597	558	47	0	1	558	22	579	0	795
asv_0D3_04601	UC-A	gi|1168021193|gb|KX346102.1|	KX346102	Uncultured Synechococcus sp. clone B94A12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.935	597	558	45	0	1	558	22	579	0	804
asv_0D3_04610	UC-A	gi|1040567077|gb|KU377787.1|	KU377787	Synechococcus sp. MICROVIR-18K-4-1 cytochrome b6 (petB) gene, partial cds	N/A	1867008	N/A	N/A	91.562	579	557	47	0	1	557	12	568	0	793
asv_0D3_04610	UC-A	gi|1040567085|gb|KU377791.1|	KU377791	Synechococcus sp. MICROVIR-15CR-3 cytochrome b6 (petB) gene, partial cds	N/A	1867004	N/A	N/A	91.562	567	557	47	0	1	557	7	563	0	793
asv_0D3_04610	UC-A	gi|1168021083|gb|KX346047.1|	KX346047	Uncultured Synechococcus sp. clone B42B06 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_04610	UC-A	gi|1168021161|gb|KX346086.1|	KX346086	Uncultured Synechococcus sp. clone B42H05 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_04610	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_04621	UC-A	gi|1168021237|gb|KX346124.1|	KX346124	Uncultured Synechococcus sp. clone B94D01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.756	597	558	46	0	1	558	22	579	0	800
asv_0D3_04649	UC-A	gi|1003340864|gb|KU705409.1|	KU705409	Synechococcus sp. AMT23ST01-6 cytochrome b6 (petB) gene, partial cds	N/A	1811768	N/A	N/A	93.011	569	558	39	0	1	558	8	565	0	831
asv_0D3_04671	UC-A	gi|1040567075|gb|KU377786.1|	KU377786	Synechococcus sp. MICROVIR-19CH-3 cytochrome b6 (petB) gene, partial cds	N/A	1867009	N/A	N/A	91.039	579	558	50	0	1	558	12	569	0	782
asv_0D3_04671	UC-A	gi|1039341375|gb|KU937825.1|	KU937825	Synechococcus sp. AMT23ST47-1 cytochrome b6 (petB) gene, partial cds	N/A	1866947	N/A	N/A	91.039	589	558	50	0	1	558	23	580	0	782
asv_0D3_04671	UC-A	gi|1168021157|gb|KX346084.1|	KX346084	Uncultured Synechococcus sp. clone B42G12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.039	597	558	50	0	1	558	22	579	0	782
asv_0D3_04700	UC-A	gi|1168021193|gb|KX346102.1|	KX346102	Uncultured Synechococcus sp. clone B94A12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_04703	UC-A	gi|1168020947|gb|KX345979.1|	KX345979	Uncultured Synechococcus sp. clone B67C10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.577	597	558	47	0	1	558	22	579	0	795
asv_0D3_04703	UC-A	gi|1168021193|gb|KX346102.1|	KX346102	Uncultured Synechococcus sp. clone B94A12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.577	597	558	47	0	1	558	22	579	0	795
asv_0D3_04705	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	92.294	567	558	43	0	1	558	7	564	0	813
asv_0D3_04705	UC-A	gi|1040567083|gb|KU377790.1|	KU377790	Synechococcus sp. MICROVIR-16CR-4-4 cytochrome b6 (petB) gene, partial cds	N/A	1867005	N/A	N/A	92.294	567	558	43	0	1	558	7	564	0	813
asv_0D3_04745	UC-A	gi|1895785424|gb|CP047946.1|	CP047946	Synechococcus sp. ROS8604 chromosome, complete genome	N/A	1442557	N/A	N/A	92.639	2876904	557	41	0	1	557	638680	639236	0	820
asv_0D3_04745	UC-A	gi|338856446|gb|JF307527.1|	JF307527	Synechococcus sp. RCC32 cytochrome b6 gene, partial cds	N/A	1050686	N/A	N/A	92.639	559	557	41	0	1	557	2	558	0	820
asv_0D3_04755	UC-A	gi|1040567117|gb|KU377807.1|	KU377807	Synechococcus sp. MICROVIR-2K-2 cytochrome b6 (petB) gene, partial cds	N/A	1867015	N/A	N/A	91.203	579	557	49	0	1	557	12	568	0	784
asv_0D3_04761	II-WPC2	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	93.918	559	559	34	0	1	559	1	559	0	856
asv_0D3_04817	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_04866	UC-A	gi|1168020907|gb|KX345959.1|	KX345959	Uncultured Synechococcus sp. clone B67B02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.716	597	557	35	0	1	557	22	578	0	847
asv_0D3_04869	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_04890	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	92.832	567	558	40	0	1	558	7	564	0	827
asv_0D3_04890	UC-A	gi|1040567083|gb|KU377790.1|	KU377790	Synechococcus sp. MICROVIR-16CR-4-4 cytochrome b6 (petB) gene, partial cds	N/A	1867005	N/A	N/A	92.832	567	558	40	0	1	558	7	564	0	827
asv_0D3_04901	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	93.548	567	558	36	0	1	558	7	564	0	845
asv_0D3_04902	UC-A	gi|1168021313|gb|KX346162.1|	KX346162	Uncultured Synechococcus sp. clone B94G10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.548	597	558	36	0	1	558	22	579	0	845
asv_0D3_04912	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	93.728	567	558	35	0	1	558	7	564	0	849
asv_0D3_04914	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	93.548	567	558	36	0	1	558	7	564	0	845
asv_0D3_04914	UC-A	gi|1040567083|gb|KU377790.1|	KU377790	Synechococcus sp. MICROVIR-16CR-4-4 cytochrome b6 (petB) gene, partial cds	N/A	1867005	N/A	N/A	93.548	567	558	36	0	1	558	7	564	0	845
asv_0D3_04917	UC-A	gi|1895826200|gb|CP047961.1|	CP047961	Synechococcus sp. PROS-9-1 chromosome, complete genome	N/A	1968775	N/A	N/A	91.577	2273940	558	47	0	1	558	519684	520241	0	795
asv_0D3_04917	UC-A	gi|338856460|gb|JF307534.1|	JF307534	Synechococcus sp. RCC328 cytochrome b6 gene, partial cds	N/A	1050694	N/A	N/A	91.577	559	558	47	0	1	558	2	559	0	795
asv_0D3_04925	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	93.548	567	558	36	0	1	558	7	564	0	845
asv_0D3_04942	UC-A	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	94.812	559	559	27	2	1	558	2	559	0	871
asv_0D3_04942	UC-A	gi|1003340858|gb|KU705406.1|	KU705406	Synechococcus sp. A1898-78m cytochrome b6 (petB) gene, partial cds	N/A	1811763	N/A	N/A	94.812	559	559	27	2	1	558	2	559	0	871
asv_0D3_04975	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.907	597	558	34	0	1	558	22	579	0	854
asv_0D3_04980	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.548	597	558	36	0	1	558	22	579	0	845
asv_0D3_04982	UC-A	gi|1168020947|gb|KX345979.1|	KX345979	Uncultured Synechococcus sp. clone B67C10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.398	597	558	48	0	1	558	22	579	0	791
asv_0D3_04994	II-WPC2	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	94.275	559	559	32	0	1	559	1	559	0	865
asv_0D3_04994	II-WPC2	gi|1003340858|gb|KU705406.1|	KU705406	Synechococcus sp. A1898-78m cytochrome b6 (petB) gene, partial cds	N/A	1811763	N/A	N/A	94.275	559	559	32	0	1	559	1	559	0	865
asv_0D3_05001	UC-A	gi|1168021145|gb|KX346078.1|	KX346078	Uncultured Synechococcus sp. clone B42F12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.577	597	558	47	0	1	558	22	579	0	795
asv_0D3_05004	UC-A	gi|1168021145|gb|KX346078.1|	KX346078	Uncultured Synechococcus sp. clone B42F12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.473	597	558	42	0	1	558	22	579	0	818
asv_0D3_05035	UC-A	gi|338856530|gb|JF307569.1|	JF307569	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	N/A	166318	N/A	N/A	94.444	559	558	31	0	1	558	2	559	0	867
asv_0D3_05087	UC-A	gi|1168021193|gb|KX346102.1|	KX346102	Uncultured Synechococcus sp. clone B94A12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.294	597	558	43	0	1	558	22	579	0	813
asv_0D3_05113	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.62	2234828	271	20	0	1	271	782206	781936	1.38e-106	399
asv_0D3_05121	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	93.19	2234828	279	19	0	280	558	782087	781809	5.16e-112	418
asv_0D3_05125	II-WPC2	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.398	597	558	48	0	1	558	21	578	0	791
asv_0D3_05132	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.341	597	558	26	0	1	558	22	579	0	890
asv_0D3_05133	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.115	597	558	44	0	1	558	22	579	0	809
asv_0D3_05133	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.115	597	558	44	0	1	558	22	579	0	809
asv_0D3_05138	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.28	597	557	43	0	1	557	22	578	0	811
asv_0D3_05141	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_05142	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_05145	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_05146	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_05148	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_05149	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_05160	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_05164	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.255	597	557	32	0	1	557	22	578	0	861
asv_0D3_05172	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	95.203	2234828	271	13	0	1	271	782206	781936	8.17e-116	431
asv_0D3_05187	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_05222	UC-A	gi|532317333|gb|KF443067.1|	KF443067	Synechococcus sp. MVIR-1-1 cytochrome b6 (petB) gene, partial cds	N/A	1386936	N/A	N/A	93.728	567	558	35	0	1	558	7	564	0	849
asv_0D3_05236	UC-A	gi|1168021145|gb|KX346078.1|	KX346078	Uncultured Synechococcus sp. clone B42F12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.115	597	558	44	0	1	558	22	579	0	809
asv_0D3_05253	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.52	597	558	25	0	1	558	22	579	0	894
asv_0D3_05284	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.473	597	558	42	0	1	558	22	579	0	818
asv_0D3_05290	UC-A	gi|1168021197|gb|KX346104.1|	KX346104	Uncultured Synechococcus sp. clone B94B02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.577	597	558	47	0	1	558	22	579	0	795
asv_0D3_05300	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.19	597	558	38	0	1	558	22	579	0	836
asv_0D3_05342	UC-A	gi|1168021277|gb|KX346144.1|	KX346144	Uncultured Synechococcus sp. clone B94F02 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.562	597	557	47	0	1	557	22	578	0	793
asv_0D3_05389	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_05390	II-WPC2	gi|1040567113|gb|KU377805.1|	KU377805	Synechococcus sp. MICROVIR-3CR-1 cytochrome b6 (petB) gene, partial cds	N/A	1867017	N/A	N/A	92.665	579	559	41	0	1	559	11	569	0	824
asv_0D3_05391	UC-A	gi|1168021111|gb|KX346061.1|	KX346061	Uncultured Synechococcus sp. clone B42D07 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_05392	UC-A	gi|1168021151|gb|KX346081.1|	KX346081	Uncultured Synechococcus sp. clone B42G09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.265	597	558	32	0	1	558	22	579	0	863
asv_0D3_05392	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.265	597	558	32	0	1	558	22	579	0	863
asv_0D3_05393	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.444	597	558	31	0	1	558	22	579	0	867
asv_0D3_05395	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_05396	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.28	597	557	43	0	1	557	22	578	0	811
asv_0D3_05397	UC-A	gi|1895826200|gb|CP047961.1|	CP047961	Synechococcus sp. PROS-9-1 chromosome, complete genome	N/A	1968775	N/A	N/A	94.265	2273940	558	32	0	1	558	519684	520241	0	863
asv_0D3_05397	UC-A	gi|338856460|gb|JF307534.1|	JF307534	Synechococcus sp. RCC328 cytochrome b6 gene, partial cds	N/A	1050694	N/A	N/A	94.265	559	558	32	0	1	558	2	559	0	863
asv_0D3_05397	UC-A	gi|1040567075|gb|KU377786.1|	KU377786	Synechococcus sp. MICROVIR-19CH-3 cytochrome b6 (petB) gene, partial cds	N/A	1867009	N/A	N/A	94.265	579	558	32	0	1	558	12	569	0	863
asv_0D3_05399	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_05400	UC-A	gi|1040567095|gb|KU377796.1|	KU377796	Synechococcus sp. MICROVIR-11CR-4-2 cytochrome b6 (petB) gene, partial cds	N/A	1866999	N/A	N/A	94.265	579	558	32	0	1	558	12	569	0	863
asv_0D3_05400	UC-A	gi|1168021101|gb|KX346056.1|	KX346056	Uncultured Synechococcus sp. clone B42C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.265	597	558	32	0	1	558	22	579	0	863
asv_0D3_05401	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.28	597	557	43	0	1	557	22	578	0	811
asv_0D3_05402	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.161	597	558	27	0	1	558	22	579	0	885
asv_0D3_05403	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.803	597	558	29	0	1	558	22	579	0	876
asv_0D3_05404	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_05404	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.011	597	558	39	0	1	558	22	579	0	831
asv_0D3_05405	UC-A	gi|1040567075|gb|KU377786.1|	KU377786	Synechococcus sp. MICROVIR-19CH-3 cytochrome b6 (petB) gene, partial cds	N/A	1867009	N/A	N/A	94.624	579	558	30	0	1	558	12	569	0	872
asv_0D3_05411	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.741	597	557	46	0	1	557	22	578	0	798
asv_0D3_05416	UC-A	gi|1003340894|gb|KU705424.1|	KU705424	Synechococcus sp. AMT23ST46-1 cytochrome b6 (petB) gene, partial cds	N/A	1811783	N/A	N/A	91.219	602	558	49	0	1	558	23	580	0	786
asv_0D3_05444	UC-A	gi|1003340894|gb|KU705424.1|	KU705424	Synechococcus sp. AMT23ST46-1 cytochrome b6 (petB) gene, partial cds	N/A	1811783	N/A	N/A	92.115	602	558	44	0	1	558	23	580	0	809
asv_0D3_05452	UC-A	gi|1168021167|gb|KX346089.1|	KX346089	Uncultured Synechococcus sp. clone B42H10 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	92.28	597	557	43	0	1	557	22	578	0	811
